,Preselections,0 < n(jet) < 3 & n(good vertex) > 0,computing BDT score,No b-tagged jets,Leading jet |eta| < 2.4,Leading jet pT > 80 GeV,"dPhi(MET,leading jet) > 1.5","dPhi(MET,all jets) > 0.75",Vertex chi2/df < 3,"dPhi(MET,vtx) < 1",m(ee) < 20,dR(ee) < 1.0,minDxy > 0.01,m1,delta,ctau
sig_2018_Mchi-60p0_dMchi-20p0_ctau-1,0.02987478818535881,0.007026630672955627,0.007026630672955627,0.0058076366951356085,0.005630637876967234,0.005630637876967234,0.005630637876967234,0.005522924478297406,0.003761601196325851,0.003200218349033778,0.003181005415016855,0.0018768610837620293,0.001065239046709642,50.0,0.4,1.0
sig_2018_Mchi-55p0_dMchi-10p0_ctau-1,0.03382568049132571,0.0069822002641035524,0.0069822002641035524,0.005961261927036523,0.0056953393975820886,0.0056953393975820886,0.0056953393975820886,0.00565067104368041,0.0035160081721128567,0.0032936104374462266,0.0032936104374462266,0.0028041175406744935,0.0015585667495203938,50.0,0.2,1.0
sig_2018_Mchi-52p5_dMchi-5p0_ctau-1,0.03631795936761357,0.006258949854813817,0.006258949854813817,0.005421136989751873,0.005217323884975387,0.005217323884975387,0.005217323884975387,0.005197399383978217,0.002882293845071764,0.0026012252033436743,0.0025663866879140455,0.0021709568182029806,0.0012482831781532012,50.0,0.1,1.0
sig_2018_Mchi-63p0_dMchi-6p0_ctau-1,0.04355919441245334,0.007790882796604691,0.007790882796604691,0.006622136169792857,0.006350710254549145,0.006350710254549145,0.006350710254549145,0.0062790300060349665,0.0036167052475930823,0.003058534351408211,0.003013284860379404,0.002406046653697376,0.0013122056746057399,60.0,0.1,1.0
sig_2018_Mchi-73p5_dMchi-7p0_ctau-1,0.05142822732540746,0.009301123212458727,0.009301123212458727,0.007902301127778578,0.007671671233792038,0.007671671233792038,0.007671671233792038,0.007580900749125293,0.0045298314684447715,0.0037545924245644424,0.0037168122705179252,0.0029943919740130216,0.001550278595213721,70.0,0.1,1.0
sig_2018_Mchi-77p0_dMchi-14p0_ctau-1,0.04904132917703754,0.011230409708275371,0.011230409708275371,0.009552091671465063,0.009200767052636033,0.009200767052636033,0.009200767052636033,0.009075995983235358,0.0061218034059417935,0.0049288834323904275,0.004868733443204271,0.0032734686908097795,0.001872302227345643,70.0,0.2,1.0
sig_2018_Mchi-84p0_dMchi-8p0_ctau-1,0.05811169173256592,0.011194541768942632,0.011194541768942632,0.009729171970683436,0.009419706862778899,0.009419706862778899,0.009419706862778899,0.009342278676008809,0.005501638751752694,0.0043865895923572654,0.004363847239202442,0.0033899765819766733,0.0018243622480228962,80.0,0.1,1.0
sig_2018_Mchi-99p0_dMchi-18p0_ctau-1,0.06504095855724276,0.015342896556520082,0.015342896556520082,0.012976281706385677,0.012527193110210201,0.012527193110210201,0.012527193110210201,0.012352895778279886,0.00828388265414764,0.005707697295969061,0.005662576404723556,0.003412835091937604,0.001817155000167382,90.0,0.2,1.0
sig_2018_Mchi-94p5_dMchi-9p0_ctau-1,0.06610952342429349,0.013011473033904224,0.013011473033904224,0.011131371790693127,0.010743962764262788,0.0107426108791747,0.0107426108791747,0.010641397634050778,0.006428259958151494,0.004909597638392427,0.004847524394839622,0.0037204231456938954,0.0020008007588731293,90.0,0.1,1.0
sig_2018_Mchi-110p0_dMchi-20p0_ctau-1,0.07061817702991251,0.017181334969668192,0.017181334969668192,0.014596494968280535,0.014041332341572553,0.014037457033601116,0.014037457033601116,0.013793146501132992,0.009275987851464343,0.005771542273661227,0.005678426791179058,0.0031907676716088178,0.0017816531385227907,100.0,0.2,1.0
sig_2018_Mchi-105p0_dMchi-10p0_ctau-1,0.07373984261021665,0.014937037313873787,0.014937037313873787,0.012755078242114758,0.012360539758001304,0.012356787840962712,0.012356787840962712,0.012238220423725238,0.007510742462452908,0.0055051352825731675,0.005457691572365184,0.0039953146975008754,0.002113260492123983,100.0,0.1,1.0
